tr_type,route,company,tr_from,tr_to,departure,arrival,source
Buss,190,VY,Oslo,Kristiansand,2021-07-05 17:00:00,2021-07-05 21:18:00,fhi:web
Fly,DY191,Norwegian,Haugesund,Oslo,2021-07-05 16:10:00,2021-07-05 17:05:00,fhi:web
Skip,Crown Seaways,DFDS,København,Fredrikshavn,2021-07-05 14:15:00,2021-07-06 09:15:00,fhi:web
Skip,Superspeed 2,Colorline,Hirthals,Larvik,2021-07-05 12:45:00,2021-07-05 16:30:00,fhi:web
Fly,WF709,Widerøe,Trondheim,Brønnøysund,2021-07-05 10:50:00,2021-07-05 11:35:00,fhi:web
Fly,SK255,SAS,Oslo,Bergen,2021-07-05 09:00:00,2021-07-05 09:50:00,fhi:web
Fly,SK332,SAS,Oslo,Trondheim,2021-07-05 08:30:00,2021-07-05 09:25:00,fhi:web
Fly,SK1462,SAS,København,Oslo,2021-07-05 08:00:00,2021-07-05 09:10:00,fhi:web
Fly,SK246,SAS,Bergen,Oslo,2021-07-05 08:00:00,2021-07-05 08:55:00,fhi:web
Buss,146,VY,Stryn,Måløy,2021-07-04 18:45:00,2021-07-04 20:27:00,fhi:web
Fly,LO483,Polish Airlines,Warsawa,Oslo,2021-07-04 16:50:00,2021-07-04 18:55:00,fhi:web
Tog,R10,VY,Oslo,Hamar,2021-07-04 16:34:00,2021-07-04 17:52:00,fhi:web
Fly,DY760,Norwegian,Oslo,Trondheim,2021-07-04 16:20:00,2021-07-04 17:15:00,fhi:web
Fly,SN2285,Brussels Airlines,Brussel,Oslo,2021-07-04 15:20:00,2021-07-04 17:20:00,fhi:web
Fly,DY625,Norwegian,Bergen,Oslo,2021-07-04 14:45:00,2021-07-04 15:40:00,fhi:web
Skip,Rute 2080,Norled,Bergen,Skånevik,2021-07-04 14:30:00,2021-07-04 17:18:00,fhi:web
Skip,Color Magic,Colorline,Kiel,Oslo,2021-07-04 13:00:00,2021-07-05 10:00:00,fhi:web
Tog,41,VY,Oslo,Bergen,2021-07-04 12:03:00,2021-07-04 18:54:00,fhi:web
Fly,DY1801,Norwegian,Malaga,Oslo,2021-07-04 11:20:00,2021-07-04 15:20:00,fhi:web
Buss,146,VY,Oslo,Volda,2021-07-04 10:30:00,2021-07-05 06:40:00,fhi:web
Fly,SK4674,SAS,Alicante,Oslo,2021-07-03 20:50:00,2021-07-04 00:30:00,fhi:web
Fly,DY1817,Norwegian,Gran Canaria,Oslo,2021-07-03 18:30:00,2021-07-04 00:55:00,fhi:web
Fly,WF175,Widerøe,Oslo,Ørsta Volda,2021-07-03 16:45:00,2021-07-03 17:55:00,fhi:web
Skip,Color Magic,Colorline,Oslo,Kiel,2021-07-03 14:00:00,2021-07-05 10:00:00,fhi:web
Skip,Color Magic,Colorline,Oslo,Kiel,2021-07-03 14:00:00,2021-07-04 11:00:00,fhi:web
Fly,DY347,Norwegian,Bodø,Oslo,2021-07-03 12:45:00,2021-07-03 14:15:00,fhi:web
Fly,LH860,Lufthansa,Frankfurt,Oslo,2021-07-03 10:00:00,2021-07-03 11:55:00,fhi:web
Fly,TK1751,Turkish Airlines,Istanbul,Oslo,2021-07-03 07:35:00,2021-07-03 10:25:00,fhi:web
Buss,190,VY,Kristiansand,Oslo,2021-07-03 07:00:00,2021-07-03 11:18:00,fhi:web
Buss,190,Vy,Oslo,Kristiansand,2021-07-02 19:00:00,2021-07-02 22:55:00,fhi:web
Skip,Rute 2080,Norled,Sunde,Bergen,2021-07-02 16:32:00,2021-07-02 18:55:00,fhi:web
Fly,DY3223,Norwegian,København,Oslo,2021-07-02 13:30:00,2021-07-02 14:40:00,fhi:web
Fly,DY1741,Norwegian,Barcelona,Oslo,2021-07-02 12:20:00,2021-07-02 15:45:00,fhi:web
Buss,100,AKT,Arendal,Kristiansand,2021-07-02 12:15:00,2021-07-02 13:38:00,fhi:web
Fly,DY1801,Norwegian,Malaga,Oslo,2021-07-02 11:20:00,2021-07-02 15:20:00,fhi:web
Fly,KL1199,KLM,Amsterdam,Stavanger,2021-07-02 10:00:00,2021-07-02 11:30:00,fhi:web
Fly,QR175,Qatar Airways,Doha,Oslo,2021-07-02 07:55:00,2021-07-02 13:40:00,fhi:web
Fly,W61761,WizzAir,Gdansk,Trondheim,2021-07-02 07:25:00,2021-07-02 09:20:00,fhi:web
Fly,SK4680,SAS,Malaga,Oslo,2021-07-01 11:30:00,2021-07-01 15:30:00,fhi:web
Fly,DY1801,Norwegian,Malaga,Oslo,2021-07-01 11:20:00,2021-07-01 15:20:00,fhi:web
Skip,Superspeed 2,Colorline,Larvik,Hirthals,2021-07-01 08:00:00,2021-07-01 11:45:00,fhi:web
Fly,WF583,Widerøe,Bergen,Kristiansand,2021-07-01 07:40:00,2021-07-01 08:30:00,fhi:web
Fly,ET714,Ethiopian Airlines,Addis Abeba,Oslo,2021-06-29 23:40:00,2021-06-30 08:45:00,fhi:web
Fly,WF427,Widerøe,Bergen,Oslo Torp,2021-06-29 19:45:00,2021-06-29 20:35:00,fhi:web
Fly,SK284,SAS,Bergen,Oslo,2021-06-29 18:30:00,2021-06-29 19:20:00,fhi:web
Fly,DY190,Norwegian,Oslo,Haugesund,2021-06-29 15:50:00,2021-06-29 16:45:00,fhi:web
Fly,KL1175,KLM,Amsterdam,Trondheim,2021-06-29 14:20:00,2021-06-29 16:30:00,fhi:web
Fly,KL1143,KLM,Amsterdam,Oslo,2021-06-29 09:20:00,2021-06-29 11:05:00,fhi:web
Fly,SK4546,SAS,Oslo,Alta,2021-06-29 08:30:00,2021-06-29 10:25:00,fhi:web
Fly,DY776,Norwegian,Oslo,Trondheim,2021-06-28 21:45:00,2021-06-28 22:40:00,fhi:web
Fly,WF548,Widerøe,Stavanger,Bergen,2021-06-28 21:00:00,2021-06-28 21:35:00,fhi:web
Fly,DY369,Norwegian,Harstad,Oslo,2021-06-28 20:05:00,2021-06-28 21:50:00,fhi:web
Fly,VY8538,Vueling Airlines,Barcelona,Oslo,2021-06-28 13:25:00,2021-06-28 16:55:00,fhi:web
Fly,TK1751,Turkish Airlines,Istanbul,Oslo,2021-06-28 07:35:00,2021-06-28 10:25:00,fhi:web
Fly,SK4141,SAS,Trondheim,Bergen,2021-06-28 06:20:00,2021-06-28 07:20:00,fhi:web
Fly,LH864,Lufthansa,Frankfurt,Oslo,2021-06-27 21:30:00,2021-06-27 23:25:00,fhi:web
Fly,SK381,SAS,Trondheim,Oslo,2021-06-27 20:05:00,2021-06-27 21:00:00,fhi:web
Fly,SK4107,SAS,Oslo,Bodø,2021-06-27 19:55:00,2021-06-27 20:25:00,fhi:web
Fly,SK370,SAS,Oslo,Stavanger,2021-06-27 19:40:00,2021-06-27 20:30:00,fhi:web
Fly,DY543,Norwegian,Stavanger,Oslo,2021-06-27 18:05:00,2021-06-27 18:55:00,fhi:web
Fly,SK810,SAS,London,Oslo,2021-06-27 17:30:00,2021-06-27 20:45:00,fhi:web
Skip,Linje 2,Norled,Tromsø,Harstad,2021-06-27 15:45:00,2021-06-27 18:45:00,fhi:web
Fly,WF821,Widerøe,Svolvær,Oslo,2021-06-27 13:55:00,2021-06-27 16:20:00,fhi:web
Fly,SK4031,SAS,Oslo,Stavanger,2021-06-27 13:05:00,2021-06-27 14:05:00,fhi:web
Fly,DY345,Norwegian,Bodø,Oslo,2021-06-27 13:00:00,2021-06-27 14:30:00,fhi:web
Fly,FI318,Iceland Air,Reykjavik,Oslo,2021-06-27 07:50:00,2021-06-27 12:35:00,fhi:web
Fly,SK4016,SAS,Stavanger,Oslo,2021-06-26 10:55:00,2021-06-26 11:45:00,fhi:web
Fly,SK316,SAS,Oslo,Haugesund,2021-06-25 16:55:00,2021-06-25 17:50:00,fhi:web
Fly,SK806,SAS,London,Oslo,2021-06-25 15:35:00,2021-06-25 18:50:00,fhi:web
Fly,TK1753,Turkish Airlines,Istanbul,Oslo,2021-06-25 14:05:00,2021-06-25 17:00:00,fhi:web
Fly,SK4107,SAS,Bodø,Oslo,2021-06-25 10:30:00,2021-06-25 11:55:00,fhi:web
Fly,WF892,Widerøe,Svolvær,Bodø,2021-06-25 09:35:00,2021-06-25 10:00:00,fhi:web
Fly,FR2563,RyanAir,Malaga,Oslo Torp,2021-06-25 08:00:00,2021-06-25 11:55:00,fhi:web
Fly,SK2305,SAS,Oslo,Kristiansund,2021-06-24 17:45:00,2021-06-24 18:40:00,fhi:web
Fly,KL1175,KLM,Amsterdam,Trondheim,2021-06-24 14:20:00,2021-06-24 16:20:00,fhi:web
Fly,TK1753,Turkish Airlines,Istanbul,Oslo,2021-06-24 14:05:00,2021-06-24 17:00:00,fhi:web
Fly,SK4111,SAS,Bodø,Oslo,2021-06-24 12:50:00,2021-06-24 14:15:00,fhi:web
Fly,VY8535,Vueling Airlines,Barcelona,Oslo,2021-06-24 11:55:00,2021-06-24 15:25:00,fhi:web
Fly,SK2305,SAS,Oslo,Kristiansund,2021-06-23 17:45:00,2021-06-23 18:40:00,fhi:web
Fly,SK4032,SAS,Stavanger,Oslo,2021-06-23 16:20:00,2021-06-23 17:15:00,fhi:web
Fly,FR9069,RyanAir,Alicante,Oslo Torp,2021-06-23 15:55:00,2021-06-23 19:30:00,fhi:web
Fly,SK4083,SAS,Evenes,Oslo,2021-06-23 10:45:00,2021-06-23 12:25:00,fhi:web
Fly,WF674,Widerøe,Bergen,Trondheim,2021-06-23 10:25:00,2021-06-23 13:15:00,fhi:web
Fly,LH864,Lufthansa,Frankfurt,Oslo,2021-06-22 21:30:00,2021-06-22 23:25:00,fhi:web
Buss,190,VY,Oslo,Kristiansand,2021-06-22 19:00:00,2021-06-22 23:18:00,fhi:web
Buss,190,Vy,Oslo,Kristiansand,2021-06-22 19:00:00,2021-06-22 22:55:00,fhi:web
Fly,SK4043,SAS,Oslo,Stavanger,2021-06-22 17:15:00,2021-06-22 18:05:00,fhi:web
Fly,FR4528,RyanAir,Warszawa,Oslo Torp,2021-06-22 13:05:00,2021-06-22 14:50:00,fhi:web
Fly,SK4014,SAS,Stavanger,Oslo,2021-06-22 09:40:00,2021-06-22 10:30:00,fhi:web
Fly,SK4082,SAS,Oslo,Evenes,2021-06-22 08:40:00,2021-06-22 10:15:00,fhi:web
Fly,FR4528,RyanAir,Warszawa,Oslo Torp,2021-06-22 07:45:00,2021-06-22 09:30:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2021-06-22 07:25:00,2021-06-22 12:30:00,fhi:web
Fly,DY546,Norwegian,Oslo,Stavanger,2021-06-21 19:05:00,2021-06-21 19:55:00,fhi:web
Buss,190,Vy,Oslo,Kristiansand,2021-06-21 19:00:00,2021-06-21 23:18:00,fhi:web
Fly,SK4043,SAS,Oslo,Stavanger,2021-06-21 17:15:00,2021-06-21 18:05:00,fhi:web
Tog,R11,Vy,Eidsvoll,Skien,2021-06-21 16:13:00,2021-06-21 17:52:00,fhi:web
Fly,SK4417,SAS,Tromsø,Oslo,2021-06-21 13:50:00,2021-06-21 15:40:00,fhi:web
Fly,SK4014,SAS,Stavanger,Oslo,2021-06-21 13:40:00,2021-06-21 15:20:00,fhi:web
Fly,SK4419,SAS,Tromsø,Oslo,2021-06-21 12:55:00,2021-06-21 14:45:00,fhi:web
Fly,SK6352,SAS,Malaga,Oslo,2021-06-21 11:30:00,2021-06-21 15:30:00,fhi:web
Tog,471,SJ Nordic,Trondheim,Bodø,2021-06-21 07:49:00,2021-06-21 17:37:00,fhi:web
Buss,190,VY,Kristiansand,Oslo,2021-06-21 06:00:00,2021-06-21 10:18:00,fhi:web
Buss,190,Vy,Kristiansand,Oslo,2021-06-21 06:00:00,2021-06-21 10:18:00,fhi:web
Fly,DY548,Norwegian,Oslo,Stavanger,2021-06-20 20:00:00,2021-06-20 20:50:00,fhi:web
Fly,SK4587,SAS,Tromsø,Bodø,2021-06-20 19:45:00,2021-06-20 22:00:00,fhi:web
Fly,DY383,Norwegian,Tromsø,Oslo,2021-06-20 19:20:00,2021-06-20 21:15:00,fhi:web
Fly,SK4175,SAS,Trondheim,Bergen,2021-06-20 16:25:00,2021-06-20 17:25:00,fhi:web
Fly,DY535,Norwegian,Stavanger,Oslo,2021-06-20 15:30:00,2021-06-20 16:30:00,fhi:web
Fly,SK4417,SAS,Tromsø,Oslo,2021-06-20 13:45:00,2021-06-20 15:35:00,fhi:web
Fly,SK4577,Norwegian,Tromsø,Trondheim,2021-06-20 13:40:00,2021-06-20 14:30:00,fhi:web
Fly,ET714,Ethiopian Airlines,Addis Abeba,Stockholm,2021-06-18 23:40:00,2021-06-19 08:45:00,fhi:web
Fly,ET714,Ethiopian Airlines,Addis Abeba,Stockholm,2021-06-18 23:40:00,2021-06-19 07:40:00,fhi:web
Buss,B46,Innlandstrafikk,Kolbu,Gjøvik,2021-06-18 21:15:00,2021-06-18 22:05:00,fhi:web
Fly,DY546,Norwegian,Oslo,Stavanger,2021-06-18 19:05:00,2021-06-18 19:55:00,fhi:web
Fly,SK4566,SAS,Trondheim,Bodø,2021-06-18 13:45:00,2021-06-18 14:45:00,fhi:web
Buss,B47,Innlandstrafikk,Gjøvik,Kolbu,2021-06-18 12:15:00,2021-06-18 13:15:00,fhi:web
Fly,WF932,Widerøe,Tromsø,Vadsø,2021-06-18 10:25:00,2021-06-18 12:05:00,fhi:web
Fly,DY744,NOrwegian,Oslo,Trondheim,2021-06-18 08:55:00,2021-06-18 09:50:00,fhi:web
Fly,DY744,Norwegian,Oslo,Trondheim,2021-06-18 08:55:00,2021-06-18 09:50:00,fhi:web
Fly,WF866,Widerøe,Bodø,Tromsø,2021-06-18 08:20:00,2021-06-18 09:50:00,fhi:web
Tog,471,SJ Nordic,Trondheim,Bodø,2021-06-18 07:49:00,2021-06-18 17:37:00,fhi:web
Fly,SK4006,SAS,Stavanger,Oslo,2021-06-18 07:15:00,2021-06-18 08:10:00,fhi:web
Fly,DY635,Norwegian,Bergen,Oslo,2021-06-17 17:40:00,2021-06-17 18:35:00,fhi:web
Fly,WF586,Widerøe,Kristiansand,Bergen,2021-06-17 08:55:00,2021-06-17 09:50:00,fhi:web
Fly,SK4024,SAS,Stavanger,Oslo,2021-06-16 14:30:00,2021-06-16 15:20:00,fhi:web
Fly,SK806,SAS,London,Oslo,2021-06-15 15:35:00,2021-06-15 18:50:00,fhi:web
Fly,TK1753,Turkish Airlines,Istanbul,Oslo,2021-06-15 14:05:00,2021-06-15 17:00:00,fhi:web
Fly,SK4124,SAS,Oslo,Bodø,2021-06-14 19:55:00,2021-06-14 21:20:00,fhi:web
Fly,WF411,Widerøe,Bergen,Torp,2021-06-14 11:40:00,2021-06-14 12:30:00,fhi:web
Tog,50,Go-Ahead,Stavanger,Oslo,2021-06-14 10:16:00,2021-06-14 18:25:00,fhi:web
Fly,WF611,Widerøe,Tromsø,Bodø,2021-06-14 06:55:00,2021-06-14 09:50:00,fhi:web
Fly,DY543,Norwegian,Stavanger,Oslo,2021-06-13 18:05:00,2021-06-13 18:55:00,fhi:web
Fly,SK4159,SAS,Trondheim,Bergen,2021-06-13 12:10:00,2021-06-13 13:10:00,fhi:web
Fly,DY531,Norwegian,Stavanger,Oslo,2021-06-13 12:00:00,2021-06-13 12:50:00,fhi:web
Fly,SK372,SAS,Oslo,Trondheim,2021-06-13 08:25:00,2021-06-13 09:20:00,fhi:web
Fly,SK4188,SAS,Stavanger,Bergen,2021-06-13 07:50:00,2021-06-13 08:45:00,fhi:web
Fly,WF569,Widerøe,Kristiansund,Oslo,2021-06-12 13:00:00,2021-06-12 13:55:00,fhi:web
Fly,TK1751,Turkish Airlines,Istanbul,Oslo,2021-06-12 07:35:00,2021-06-12 10:35:00,fhi:web
Fly,DY530,Norwegian,Oslo,Stavanger,2021-06-11 10:45:00,2021-06-11 11:35:00,fhi:web
Fly,WF971,Widerøe,Vadsø,Alta,2021-06-11 05:15:00,2021-06-11 06:05:00,fhi:web
Fly,TK1751,Turkish Airlines,Istanbul,Oslo,2021-06-10 14:05:00,2021-06-10 17:00:00,fhi:web
Tog,50,Go-Ahead,Stavanger,Oslo,2021-06-09 22:35:00,2021-06-10 07:25:00,fhi:web
Fly,WF487,Widerøe,Trondheim,Torp,2021-06-09 20:35:00,2021-06-09 21:45:00,fhi:web
Fly,SK277,SAS,Oslo,Bergen,2021-06-09 17:00:00,2021-06-09 17:50:00,fhi:web
Fly,QR175,Qatar Airways,Doha,Oslo,2021-06-09 07:55:00,2021-06-09 13:40:00,fhi:web
Fly,SK806,SAS,London,Oslo,2021-06-08 15:35:00,2021-06-08 18:50:00,fhi:web
Buss,480,ATB,Oppdal,Trondheim,2021-06-08 08:33:00,2021-06-08 10:20:00,fhi:web
Fly,SK274,SAS,Bergen,Oslo,2021-06-07 16:05:00,2021-06-07 16:55:00,fhi:web
Fly,WF681,Widerøe,Trondheim,Bergen,2021-06-06 21:25:00,2021-06-06 22:30:00,fhi:web
Fly,DY635,Norwegian,Bergen,Oslo,2021-06-06 18:20:00,2021-06-06 19:15:00,fhi:web
Fly,SK2872,SAS,København,Bergen,2021-06-06 17:00:00,2021-06-06 18:20:00,fhi:web
Fly,WF678,Widerøe,Bergen,Trondheim,2021-06-06 17:00:00,2021-06-06 18:00:00,fhi:web
Tog,41,VY,Oslo,Bergen,2021-06-06 15:43:00,2021-06-06 22:20:00,fhi:web
Tog,L12,VY,Hokksund,Eidsvoll,2021-06-05 14:59:00,2021-06-05 16:30:00,fhi:web
Tog,41,VY,Oslo,Bergen,2021-06-05 11:56:00,2021-06-05 18:54:00,fhi:web
Tog,L12,VY,Eidsvoll,Hokksund,2021-06-05 11:30:00,2021-06-05 13:30:00,fhi:web
Skip,MS Richard With,Hurtigruten,Kirkenes,Bergen,2021-06-05 09:30:00,2021-06-05 14:45:00,fhi:web
Buss,190,VY,Oslo,Kristiansand,2021-06-05 08:15:00,2021-06-05 12:33:00,fhi:web
Fly,SK4032,SAS,Stavanger,Oslo,2021-06-04 16:20:00,2021-06-04 17:15:00,fhi:web
Tog,41,VY,Bergen,Oslo,2021-06-04 15:57:00,2021-06-04 22:27:00,fhi:web
Buss,200,Brakar,Oslo,Hønefoss,2021-06-04 06:00:00,2021-06-04 07:16:00,fhi:web
Fly,DY375,Norwegian,Tromsø,Oslo,2021-06-03 10:55:00,2021-06-03 12:50:00,fhi:web
Fly,DY538,Norwegian,Oslo,Stavanger,2021-06-02 16:20:00,2021-06-02 17:10:00,fhi:web
Fly,AF1774,Air France,Paris,Oslo,2021-06-02 14:25:00,2021-06-02 16:40:00,fhi:web
Fly,WF808,Widerøe,Bodø,Leknes,2021-06-02 10:55:00,2021-06-02 11:20:00,fhi:web
Fly,SK4556,SAS,Trondheim,Bodø,2021-06-02 09:15:00,2021-06-02 10:10:00,fhi:web
Fly,DY524,Norwegian,Oslo,Stavanger,2021-06-02 08:00:00,2021-06-02 08:50:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2021-06-01 07:25:00,2021-06-01 12:30:00,fhi:web
Fly,LH862,Lufthansa,Frankfurt,Oslo,2021-05-31 13:05:00,2021-05-31 15:00:00,fhi:web
Skip,Rute 18 -414,Torghatten Nors as,Jektvik,Kilboghamn,2021-05-31 11:50:00,2021-05-31 12:50:00,fhi:web
Fly,TK1751,Turkish Airlines,Istanbul,Oslo,2021-05-31 07:35:00,2021-05-31 10:25:00,fhi:web
Fly,WF548,Widerøe,Stavanger,Bergen,2021-05-30 20:55:00,2021-05-30 21:30:00,fhi:web
Fly,KL1151,KLM,Amsterdam,Oslo,2021-05-30 20:50:00,2021-05-30 22:35:00,fhi:web
Fly,SK4055,SAS,Oslo,Stavanger,2021-05-30 20:25:00,2021-05-30 21:20:00,fhi:web
Tog,R10,VY,Drammen,Lillehammer,2021-05-30 17:57:00,2021-05-30 20:40:00,fhi:web
Fly,SK4525,SAS,Molde,Oslo,2021-05-30 17:10:00,2021-05-30 18:00:00,fhi:web
Fly,SK2872,SAS,København,Bergen,2021-05-30 17:00:00,2021-05-30 18:20:00,fhi:web
Fly,SK806,SAS,London,Oslo,2021-05-30 15:35:00,2021-05-30 18:50:00,fhi:web
Fly,SK4086,SAS,Oslo,Evenes,2021-05-30 11:35:00,2021-05-30 13:15:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2021-05-30 07:25:00,2021-05-30 12:30:00,fhi:web
Fly,ET714,Ethiopian Airlines,Addis Ababa,Stockholm,2021-05-28 23:40:00,2021-05-29 08:45:00,fhi:web
Fly,DY383,Norwegian,Tromsø,Oslo,2021-05-27 17:20:00,2021-05-27 19:15:00,fhi:web
Fly,WF102,Widerøe,Bergen,Florø,2021-05-26 08:00:00,2021-05-26 08:35:00,fhi:web
Fly,WF838,Widerøe,Bodø,Svolvær,2021-05-25 21:45:00,2021-05-25 22:10:00,fhi:web
Skip,MS Stavangerfjord,Fjordline,Hirtshals,Bergen,2021-05-25 20:00:00,2021-05-26 12:30:00,fhi:web
Fly,SK4124,SAS,Oslo,Bodø,2021-05-25 19:55:00,2021-05-25 21:20:00,fhi:web
Fly,SK4616,SAS,Aberdeen,Stavanger,2021-05-25 16:45:00,2021-05-25 18:50:00,fhi:web
Fly,DY763,Norwegian,Trondheim,Oslo,2021-05-25 16:20:00,2021-05-25 17:15:00,fhi:web
Fly,DY382,Norwegian,Oslo,Tromsø,2021-05-23 17:30:00,2021-05-23 19:25:00,fhi:web
Fly,KL1147,KLM,Amsterdam,Oslo,2021-05-23 14:30:00,2021-05-23 16:20:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2021-05-23 07:25:00,2021-05-23 12:30:00,fhi:web
Fly,WF171,Widerøe,Trondheim,Brønnøysund,2021-05-21 21:30:00,2021-05-21 22:15:00,fhi:web
Fly,SK4486,SAS,Stavanger,Trondheim,2021-05-21 19:35:00,2021-05-21 20:45:00,fhi:web
Skip,Linje 2,Troms Fylkestrafikk,Tromsø,Harstad,2021-05-20 20:30:00,2021-05-20 23:00:00,fhi:web
Fly,W61709,Wizz Air,Oslo,Trondheim,2021-05-20 15:10:00,2021-05-20 16:05:00,fhi:web
Skip,Linje 2,Troms Fylkestrafikk,Harstad,Tromsø,2021-05-20 13:00:00,2021-05-20 15:45:00,fhi:web
Fly,W65033,Wizz Air,Krakow,Oslo/Torp,2021-05-20 12:00:00,2021-05-20 14:15:00,fhi:web
Fly,WF977,Widerøe,Hammerfest,Tromsø,2021-05-20 00:25:00,2021-05-20 01:00:00,fhi:web
Fly,SK4545,SAS,Alta,Oslo,2021-05-19 18:25:00,2021-05-19 20:20:00,fhi:web
Fly,SK319,SAS,Haugesund,Oslo,2021-05-19 18:15:00,2021-05-19 19:05:00,fhi:web
Fly,SK319,SAS,Haugesund,Oslo,2021-05-19 18:15:00,2021-05-19 19:05:00,fhi:web
Fly,WF427,Widerøe,Tromsø,Bergen,2021-05-19 17:10:00,2021-05-19 19:15:00,fhi:web
Fly,WF907,Widerøe,Hammerfest,Bergen,2021-05-19 15:58:00,2021-05-19 16:40:00,fhi:web
Fly,WF406,Widerøe,Oslo Torp,Bergen,2021-05-19 08:55:00,2021-05-19 09:50:00,fhi:web
Tog,475,SJ,Trondheim,Bodø,2021-05-18 23:27:00,2021-05-19 09:17:00,fhi:web
Fly,WF968,Widerøe,Hammerfest,Tromsø,2021-05-18 19:58:00,2021-05-18 20:40:00,fhi:web
Fly,SK284,SAS,Bergen,Oslo,2021-05-18 18:20:00,2021-05-18 19:10:00,fhi:web
Tog,R20,VY,Halden,Oslo S,2021-05-18 18:10:00,2021-05-18 19:52:00,fhi:web
Tog,R20,Vy,Halden,Oslo S,2021-05-18 18:10:00,2021-05-18 19:52:00,fhi:web
Tog,L14,Vy,Kongsvinger,Oslo,2021-05-18 17:41:00,2021-05-18 18:56:00,fhi:web
Fly,DY191,Norwegian,Haugesund,Oslo,2021-05-18 17:35:00,2021-05-18 18:30:00,fhi:web
Fly,SK277,SAS,Oslo,Bergen,2021-05-18 17:00:00,2021-05-18 17:50:00,fhi:web
Tog,L14,Vy,Oslo,Kongsvinger,2021-05-18 16:04:00,2021-05-18 17:22:00,fhi:web
Tog,50,GoAhead Nordic,Kongsberg,Kristiansand,2021-05-18 14:36:00,2021-05-18 17:52:00,fhi:web
Buss,142,Vy,Åmot,Dalen,2021-05-18 14:30:00,2021-05-18 15:00:00,fhi:web
Tog,L13,Vy,Dal,Oslo,2021-05-18 14:24:00,2021-05-18 15:16:00,fhi:web
Tog,L13,Vy,Oslo,Dal,2021-05-18 13:15:00,2021-05-18 14:16:00,fhi:web
Buss,NW180,NorWay,Oslo,Haugesund/Bergen,2021-05-18 10:30:00,2021-05-18 19:00:00,fhi:web
Buss,NW180,Nor-Way,Oslo,Haugesund/Bergen,2021-05-18 10:00:00,2021-05-18 14:30:00,fhi:web
Fly,DY761,Norwegian,Trondheim,Oslo,2021-05-18 09:20:00,2021-05-18 10:15:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2021-05-18 07:25:00,2021-05-18 12:30:00,fhi:web
Fly,EK641,Emirates,Kabul,Dubai,2021-05-17 16:20:00,2021-05-17 18:45:00,fhi:web
Fly,WF977,Widerøe,Hammerfest,Tromsø,2021-05-17 00:25:00,2021-05-17 00:40:00,fhi:web
Fly,KL1151,KLM,Amsterdam,Oslo,2021-05-16 20:50:00,2021-05-16 22:35:00,fhi:web
Fly,DY543,Norwegian,Stavanger,Oslo,2021-05-16 18:05:00,2021-05-16 18:55:00,fhi:web
Buss,340,ATB,Trondheim,Røros,2021-05-16 16:15:00,2021-05-16 19:20:00,fhi:web
Fly,WF904,Widerøe,Tromsø,Hammerfest,2021-05-16 14:00:00,2021-05-16 14:45:00,fhi:web
Fly,LH862,Lufthansa,Frankfurt,Oslo,2021-05-16 13:05:00,2021-05-16 15:00:00,fhi:web
Fly,WF414,Widerøe,Oslo Torp,Bergen,2021-05-16 12:55:00,2021-05-16 13:50:00,fhi:web
Fly,WF624,Widerøe,Bergen,Tromsø,2021-05-16 11:30:00,2021-05-16 13:30:00,fhi:web
Fly,WF483,Widerøe,Trondheim,Oslo Torp,2021-05-16 11:20:00,2021-05-16 12:30:00,fhi:web
Fly,ET714,Ethiopian Airlines,Ethiopia,Stockholm,2021-05-15 23:40:00,2021-05-16 08:45:00,fhi:web
Tog,R11,VY,Skien,Eidsvoll,2021-05-15 16:07:00,2021-05-15 19:00:00,fhi:web
Tog,L30,VY Gjøvikbanen,Oslo S,Gjøvik,2021-05-15 15:02:00,2021-05-15 16:59:00,fhi:web
Fly,TK1751,Turkish Airlines,Istanbul,Oslo,2021-05-15 07:35:00,2021-05-15 10:25:00,fhi:web
Fly,WF717,Widerøe,Trondheim,Brønnøysund,2021-05-14 21:30:00,2021-05-14 22:10:00,fhi:web
Fly,DY768,Norwegian,Oslo,Trondheim,2021-05-14 19:00:00,2021-05-14 20:10:00,fhi:web
Tog,2389,SJ,Hamar,Røros,2021-05-14 18:11:00,2021-05-14 21:33:00,fhi:web
Tog,325,Vy,Oslo,Hamar,2021-05-14 16:34:00,2021-05-14 17:50:00,fhi:web
Fly,WF678,Widerøe,Bergen,Trondheim,2021-05-13 17:00:00,2021-05-13 18:00:00,fhi:web
Fly,SK268,SAS,Bergen,Oslo,2021-05-10 13:05:00,2021-05-10 13:55:00,fhi:web
Fly,SK391,SAS,Oslo,Bardufoss,2021-05-10 08:30:00,2021-05-10 10:15:00,fhi:web
Fly,W61747,Wizz Air,Gdansk,Stavanger,2021-05-10 06:50:00,2021-05-10 08:35:00,fhi:web
Fly,FR8508,RyanAir,Krakow,Oslo/Torp,2021-05-10 06:40:00,2021-05-10 08:45:00,fhi:web
Fly,WF604,Widerøe,Kristiansand,Trondheim,2021-05-09 21:05:00,2021-05-09 22:30:00,fhi:web
